id,name,address,latitude,longitude,is_active,fuel_types,poi_types,food_types
5855,Lia,"Zugdidi, Village Lia",42.6509820952101,42.0004614951647,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5862,Tsalenjikha Tsminda nino,Tsalenjikha. Tsminda Nino Str.,42.6129225826517,42.0742128889671,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog"
5894,Ambrolauri,"Ambrolauri, Vazha-Pshavela Str. #26",42.5267079105793,43.1528707340354,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5854,Zugdidi kalaki,"Zugdidi City, Kostava Str. #110",42.5136754148838,41.8726992602906,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5810,Gulf + • Ulevi,"Zugdidi, Ninoshvili Str. #2",42.5079254207962,41.8788192601328,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5811,Gulf + • Zugdidi rustaveli,"Zugdidi, Rustaveli Str. #354",42.500095831454,41.839790736448,1,"Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,Coffee
5818,Gulf + • Zugdidi,"Zugdidi, Gamsakhurdia Str. #204",42.4916395593244,41.8614885404832,1,"Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,Coffee
5863,Zugdidi chitatskari,"Zugdidi, Chitatskari",42.4843395185918,41.8500864126883,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium","Service Center, Shop","Coffee, Hot Dog, Sandwich"
5856,Martvili,"Martvili, Rustaveli Str. 1",42.4135979209618,42.3776499999996,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium","Service Center, Shop","Coffee, Hot Dog, Sandwich"
5830,Gulf + • Tkibuli Express,"Tkibuli, Rustaveli Str. #10",42.361216,43.002699,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5864,Khobi,"Khobi, Village Pirveli Maisi",42.3354873471857,41.8713299999996,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium, G-Force Super",Shop,"Coffee, Hot Dog, Sandwich"
5904,tskaltubo,"Tskaltubo, Deda-Ena street, near 'Cold Lake'",42.3284979227353,42.6082128664037,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5845,Gulf + • Sachkhere merjevi,"Sachkhere, Ivantsminda village, first Str, #31",42.3210850439103,43.4402062811823,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5813,Gulf + • Senaki,"Senaki, Mshvidoba Str #172",42.2665279455084,42.0697792631764,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5895,Argoil,"Kutaisi, D. Agmashenebeli Avenue,  #99",42.26157472414,42.682740416756,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium, G-Force Super",Shop,"Coffee, Hot Dog, Sandwich"
5644,Kutaisi 9 April,"Kutaisi, 9 April Str. #2a",42.260016,42.664958,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium","Gas Station, Shop",
